559,205,5,891033805
704,156,3,891397819
763,56,5,878919116
665,527,3,884294880
620,125,2,889987255
506,461,2,874873944
158,188,4,880134332
826,228,3,885690600
804,480,5,879442057
534,1215,3,877808120
601,584,4,876350142
276,80,3,874792237
804,125,4,879443709
194,29,2,879528342
341,259,3,890758051
803,311,5,880054754
707,467,4,886286057
648,820,2,882212131
878,269,4,880865183
487,845,4,883442260
60,593,5,883326185
499,174,3,885598961
934,419,4,891192849
773,780,4,888539857
787,288,1,888979236
455,24,3,879111662
903,60,4,891033048
561,664,4,885807574
2,100,5,888552084
717,50,4,884715122
887,473,4,881378896
345,125,3,884991191
378,269,4,890513693
373,50,5,877098678
919,1136,2,875374269
782,1609,1,891499439
85,474,5,879454500
655,1278,2,887433780
311,655,4,884365406
472,135,4,875982051
207,562,2,875509507
650,218,3,891370065
847,204,4,878939912
181,1317,1,878962086
198,684,3,884208778
92,1023,2,892655775
8,11,3,879362233
221,544,4,875244512
504,546,4,887831947
354,958,4,891218271
109,1074,4,880583308
789,124,4,880332089
366,773,3,888858078
217,761,4,889070232
393,627,4,889729296
70,135,4,884065387
461,242,3,885355735
669,172,3,891517159
402,204,5,876267206
461,327,4,885355757
328,38,3,885049275
619,684,4,885954083
690,357,5,881179122
864,65,3,888890690
521,746,4,884478152
878,216,4,880869135
458,603,4,886397155
693,568,4,875483947
690,106,3,881180138
738,22,3,875349713
650,214,3,891369587
343,155,1,876407379
660,121,2,891197954
552,252,2,879222002
456,232,2,881374389
417,252,3,879646530
474,227,4,887926872
374,289,1,880392482
6,496,4,883601155
226,513,3,883889256
435,751,4,884130725
774,179,5,888556634
764,595,4,876243703
621,584,5,874965094
119,56,4,874781198
104,9,2,888465201
314,216,3,877888722
569,225,3,879794408
417,17,4,879648183
486,250,1,879874753
447,1315,4,878854838
847,142,3,878941168
296,357,5,884197068
401,151,1,891032584
44,143,4,878347392
885,28,4,885714136
621,783,3,874963273
151,517,2,879542588
269,88,1,891450427
409,216,4,881107251
694,660,3,875729270
346,1258,4,875002895
601,1079,3,876347148
713,342,3,888882179
887,8,4,881380025
59,975,4,888203610
494,143,5,879541245
747,234,5,888640099
436,21,3,887772028
87,598,2,879877279
864,125,4,888889162
782,250,4,891499440
72,15,5,880035708
897,530,3,879990531
712,729,5,874730491
399,710,2,882342537
504,942,4,887841136
943,282,5,875502230
22,1003,1,878887277
881,449,3,876539549
523,179,3,883703495
116,872,3,876452228
659,476,3,891331534
279,379,3,875314386
653,573,1,880152843
663,56,5,889493502
782,987,3,891499660
441,288,2,891035056
885,383,2,885713939
405,1119,3,885545306
564,281,3,888730658
275,432,4,875154535
847,172,4,878939803
757,385,3,888468596
892,849,2,886610341
443,340,5,883504748
719,423,3,879360583
472,1036,4,875983484
685,882,3,879451401
643,1149,3,891447835
63,993,2,875747635
567,175,5,882425630
276,62,2,874792574
405,730,1,885545975
606,260,3,887059561
770,25,5,875972582
660,91,4,891200193
661,428,4,876016726
865,847,5,880143386
655,121,3,887651060
94,732,3,891721216
393,298,4,887743453
533,151,3,879192474
92,382,4,875656317
347,363,1,881653244
848,118,2,887047243
835,205,3,891034084
452,88,2,875559842
593,125,4,875659708
409,1346,3,881168711
151,170,5,879524669
18,212,5,880129990
807,385,4,892530349
244,3,5,880602451
349,285,5,879465477
186,330,4,891718038
363,523,3,891494659
591,856,4,891040366
13,751,5,882774081
798,740,2,875296148
620,931,3,889987875
26,300,4,891347537
655,806,3,887523224
152,319,2,890322385
504,1263,4,887909532
283,173,5,879298206
328,380,3,885047737
87,232,3,879876037
617,357,4,883789386
864,1303,2,888890997
704,210,4,891397112
877,228,4,882678387
545,173,5,879900185
622,50,5,882592815
399,9,3,882510018
339,22,5,891033735
640,313,5,888639815
833,504,4,875038671
768,762,1,883835210
60,7,5,883326241
846,8,4,883947861
867,96,5,880078656
760,162,3,875668418
506,449,2,885135882
666,805,4,880568436
80,237,4,887401732
421,185,4,892241422
504,282,4,887831838
851,1034,1,875731105
683,1280,3,893284032
606,184,5,880924790
181,1325,1,878962816
532,282,5,893119415
109,173,5,880572786
765,507,5,880347034
630,412,1,885667508
402,529,4,876266775
650,452,2,891370155
181,1171,1,878962773
862,515,4,879302877
496,50,5,876072633
416,708,4,889907392
742,50,4,881335248
887,164,4,881380139
280,67,4,891701785
843,168,3,879446255
536,180,4,882359431
59,1048,4,888203270
82,228,3,878769629
569,236,4,879793717
943,27,4,888639954
10,274,4,877889333
693,172,3,875483947
790,235,1,884462551
293,411,2,888905170
424,289,5,880858924
881,69,3,876537933
585,736,4,891284184
387,727,5,886484098
737,154,4,884314694
316,582,5,880854539
285,205,4,890595900
189,214,1,893266326
318,514,2,884496524
606,1047,2,880923349
632,480,5,879459739
64,121,2,889739678
829,286,4,891204271
361,611,4,879441462
823,159,3,878438484
284,333,3,885329146
747,1179,1,888733387
303,98,5,879466572
886,180,5,876031392
654,748,4,887863081
582,257,3,882961608
393,794,4,889730117
764,496,5,876244991
450,661,3,882373231
924,196,4,886759657
753,23,2,891401665
416,660,5,893213404
84,477,4,883452307
735,301,3,876697610
416,739,5,893212896
537,96,3,886031576
747,967,3,888639318
232,50,4,880062302
318,692,4,884495561
463,1199,1,889937778
276,974,2,874786945
363,69,3,891494865
790,258,3,884461387
791,748,3,879448035
178,679,4,882826944
154,496,3,879138910
664,137,3,876524641
328,427,3,885045740
588,385,3,890023557
939,597,4,880261610
100,885,2,891375359
600,810,3,888451977
110,802,3,886988793
848,584,3,887039531
576,294,3,886960098
796,720,4,893048562
877,270,4,882676054
249,191,4,879572167
370,613,2,879434587
605,286,4,879365101
315,645,4,879821065
864,972,2,888890475
388,895,4,886438540
887,692,5,881380654
929,429,4,879640225
308,255,4,887741693
296,304,3,884196149
339,89,5,891033416
833,357,4,875038709
506,576,4,885135954
813,289,4,883752455
290,692,5,880474293
860,629,3,885991198
455,581,3,879111763
38,742,5,892430001
354,8,5,891217160
429,412,4,882387411
679,184,4,884487491
253,659,5,891628358
782,347,1,891498139
271,193,5,885848475
647,1047,4,876534275
500,552,1,883876738
823,204,4,878438930
500,298,4,890009939
886,467,4,876032577
346,79,5,874948105
434,347,1,886724329
537,1147,3,886031473
807,705,4,892528918
348,756,4,886523735
758,218,4,881977487
537,28,3,886031438
642,974,3,886569765
790,763,3,884462692
452,467,3,885491030
201,387,2,884140825
622,184,5,882592103
437,253,1,880141796
413,321,3,879969259
219,879,4,892039556
201,455,3,884112487
504,210,4,887832643
314,284,3,877886706
608,131,4,880406032
804,243,3,879440727
807,318,5,892528062
804,227,4,879443136
130,578,5,878537681
568,488,5,877907782
244,650,3,880607231
422,867,3,878059137
428,326,3,892572448
497,741,4,879361707
239,428,5,889180978
878,285,5,880865562
435,63,2,884133757
334,44,4,891548224
474,431,4,887926999
567,1020,3,882425820
582,932,2,882963114
788,205,4,880868068
703,322,3,875242336
201,1208,4,884140927
497,1407,3,879362609
221,402,2,875393426
681,328,3,885409810
639,582,3,891239739
406,98,4,879446529
916,462,4,880844058
374,56,5,880394885
719,456,1,879373729
271,118,3,885848132
896,575,2,887161469
332,974,4,888360532
712,728,4,874956384
407,657,4,875553625
882,28,5,879867508
648,498,3,884368130
424,100,5,880859446
932,399,4,891251798
472,1110,5,875981429
401,1016,3,891032607
343,1267,4,876406576
578,1016,4,888957666
785,748,3,879438705
919,343,4,885059506
592,272,5,882955387
747,136,5,888639481
848,606,4,887038441
707,880,2,887860711
566,411,4,881651013
560,222,4,879976706
254,1263,1,886474426
739,98,3,886958972
406,709,5,880131642
674,255,4,887763012
450,416,5,882395779
477,88,5,875941085
645,135,5,892054707
537,1006,2,886032245
596,288,4,883538847
463,544,4,877385415
339,229,3,891035584
595,546,4,886922069
600,1239,2,888452564
416,50,5,893212730
881,1118,3,876538131
560,498,4,879975718
264,217,3,886122446
567,173,4,882425630
801,245,3,890333042
701,124,5,891447164
671,1073,3,883949781
392,269,5,891037385
908,69,3,879722513
721,732,4,877147079
138,474,5,879024327
850,300,5,883194367
425,62,4,878738548
733,405,2,879536659
398,235,2,875716709
325,1003,3,891480133
537,428,4,886031506
738,193,5,892844112
327,249,2,887744432
566,12,4,881649802
373,778,5,877105529
798,164,4,875303502
711,727,4,879993629
889,239,4,880180554
527,172,5,879456490
187,707,5,879465882
846,380,3,883949380
495,1046,5,888636837
210,153,5,887730297
487,226,3,883531085
311,499,4,884365519
270,943,5,876956038
457,235,3,882395894
615,736,5,879448149
752,351,3,891207898
399,616,1,882341881
682,80,1,888521803
836,12,5,885754118
58,405,2,892242047
878,321,2,880865300
815,514,1,878693183
575,294,1,878146447
65,392,5,879217689
453,452,2,888206630
738,128,4,875351873
387,475,3,886480657
655,449,3,887429732
940,709,5,885921451
936,898,1,886831535
868,496,2,877107597
363,1067,3,891496849
782,898,3,891498720
455,727,3,879112561
97,82,4,884239552
615,262,4,879447556
434,743,1,886725027
540,508,4,882156983
790,22,5,885155540
933,215,3,874854031
788,810,3,880870773
881,222,5,876536079
303,1040,1,879485844
474,385,4,887927670
851,717,3,874728598
870,939,3,879714066
336,273,5,877760032
693,662,4,875482604
653,238,1,878866604
468,1070,5,875301653
561,447,3,885808767
405,1464,1,885546154
194,871,2,879554603
367,50,5,876689696
186,540,4,879024014
401,154,1,891033184
1,238,4,875072235
653,83,5,878853936
940,264,1,884801053
401,478,2,891033497
558,137,4,879435896
864,85,2,888889327
427,359,5,879701253
83,274,4,880306810
690,210,3,881177581
439,301,3,882892424
901,393,5,877131738
334,905,1,891547612
715,658,4,875963693
852,290,4,891036817
883,173,4,891694182
200,69,5,884128788
655,171,2,887523641
203,222,4,880434318
862,100,5,879304196
407,215,3,875045658
790,739,4,885156686
886,191,5,876031309
902,333,3,879463310
881,255,3,876536332
889,652,5,880180784
789,127,5,880332039
746,117,4,885075304
468,89,4,875291722
708,748,4,892719033
149,337,2,883512968
406,559,3,879792974
373,166,5,877098262
241,689,3,887250085
461,682,1,885355705
498,137,3,881954357
460,1011,4,882912205
724,908,1,883758208
234,1039,3,892078741
708,255,5,877325601
339,167,4,891036058
592,282,4,882608572
805,337,2,881180971
884,381,5,876859751
634,282,4,875729749
807,208,4,892528646
745,125,5,880123069
813,342,1,883752417
595,763,3,886921551
314,411,4,877892461
87,926,4,879877043
298,215,5,884182685
279,978,1,889231898
694,211,5,875727189
605,174,3,879424743
937,285,4,876769436
757,260,3,888443511
87,765,3,879877006
878,197,4,880866971
42,1042,3,881109325
650,484,5,891372365
333,294,3,891045496
123,182,4,879872671
745,124,5,880122775
769,284,3,885423927
378,213,5,880045935
13,4,5,882141306
611,313,3,891636125
716,181,4,879793221
548,950,4,891415643
930,237,3,879534587
778,143,1,890804547
536,1115,5,882318369
529,749,4,882535466
38,673,5,892432062
721,319,3,877137527
933,679,1,874939078
212,631,5,879303929
385,479,5,879441538
692,321,3,876946833
476,386,2,883365135
410,316,4,888627138
535,136,5,879619107
567,514,5,882425701
817,831,1,874816007
195,615,4,880650666
852,930,3,891037777
896,887,2,887235769
551,274,2,892783488
118,172,5,875384751
102,672,1,888803148
452,631,4,888568464
429,248,5,882386870
537,92,3,886031678
255,200,3,883216544
728,117,4,879443321
771,28,5,880659392
105,751,2,889214381
345,238,5,884916495
798,172,4,875639656
130,552,5,876252225
581,253,5,879642333
601,743,1,876348410
865,475,4,880143425
342,367,5,875319967
472,94,5,892791063
194,125,2,879548026
591,210,3,891031469
530,176,3,886202320
880,879,3,880166529
471,432,1,889827822
91,614,4,891439018
151,1299,4,879543423
807,206,2,892684932
21,551,3,874951898
423,322,3,891395020
279,826,4,875297456
321,603,5,879438607
83,300,3,889050543
452,455,1,876297413
268,241,3,875310603
437,736,5,881001888
11,168,3,891904949
145,173,5,875272604
435,825,3,884133372
620,1219,3,889988069
426,491,4,879442702
279,1321,4,888806671
661,170,4,888300680
535,919,4,879618207
689,328,5,879211479
518,240,1,876824079
715,399,2,875963418
271,481,3,885848559
669,348,1,891182572
865,7,5,880143425
938,591,3,891356463
524,204,3,884635358
764,281,3,876243854
880,801,3,880175239
435,929,2,884133635
267,56,5,878972493
659,483,4,891383889
489,326,4,891362773
180,785,4,877128388
707,220,2,880060549
451,326,4,879012431
903,1101,4,891033828
796,568,4,892676114
865,471,1,880143612
871,1137,3,888193541
788,540,3,880871394
921,720,4,879381128
859,293,4,885776056
828,730,3,891036972
325,182,3,891478835
714,748,5,892777877
643,2,3,891448218
716,204,5,879795543
14,186,4,879119497
537,272,4,886028446
521,827,1,884476904
931,546,3,891036849
566,384,3,881651360
592,931,1,882608960
782,325,2,891498720
321,659,4,879440980
234,381,3,892335739
913,478,4,880824512
406,487,3,884630973
234,185,3,892078936
701,303,4,891446618
83,174,5,880307699
474,929,3,887916330
648,826,3,882212526
432,118,4,889416608
746,184,4,885075267
362,323,2,885019651
244,118,2,880604981
925,200,2,884717963
130,475,3,874953595
644,823,4,889076997
454,194,3,881959698
406,531,3,879445475
393,717,3,887745086
784,332,4,891387812
13,573,3,882396955
880,820,3,880167384
815,28,4,878694199
398,124,5,875717717
925,325,4,884633349
303,17,4,879466830
731,480,4,886187652
233,640,2,875508639
59,201,4,888204260
943,569,2,888640186
909,744,3,891920763
802,331,4,875986155
181,924,3,878963168
269,517,4,891449189
654,845,4,887863613
296,256,5,884196741
438,301,4,879867960
942,215,5,891283117
109,564,3,880582633
751,193,5,889133556
727,63,2,883713454
496,89,5,876072633
698,255,3,886366213
634,118,4,875729106
38,288,5,892428188
352,172,5,884289759
801,681,1,890332820
580,1,3,884125243
757,265,3,888466614
487,658,4,883530434
20,496,5,879669244
422,287,3,878199757
99,282,3,885678753
527,207,4,879455873
724,1062,1,883758208
911,659,3,892838677
543,192,4,874863878
707,1257,2,880061190
474,478,4,887926804
464,259,4,878354859
524,213,4,884635136
823,55,4,878438484
546,347,5,885139580
735,756,2,876698684
724,682,1,883757703
269,208,2,891449304
880,956,3,880242380
313,186,3,891017011
914,1406,4,887123886
239,242,5,889178512
376,100,4,879454598
578,1098,2,890939753
693,507,4,875484837
774,449,1,888557482
751,380,3,889298548
751,153,4,889133240
254,231,3,886474712
485,307,3,891040967
328,1518,3,885049503
770,14,5,875972024
807,998,3,893081656
780,210,5,891364027
771,86,5,880659539
815,919,5,878691844
763,11,4,878918333
453,471,4,888205557
655,531,4,887473570
491,14,2,891185298
677,1049,3,889399139
224,570,4,888104522
548,887,4,891043442
573,143,2,885844339
882,143,4,879876806
608,172,1,880405927
782,536,2,891500150
648,238,3,882213535
389,182,5,879991175
23,597,3,874785024
459,216,3,879566321
773,343,1,888538175
582,293,5,882961082
893,819,3,874829355
537,343,2,886029153
416,432,2,878879861
249,135,5,879572668
804,1488,3,879445579
913,173,5,880826542
711,265,2,879994536
457,79,5,882396869
267,156,5,878971599
819,286,5,879952508
887,496,4,881379685
62,466,3,879374785
437,219,3,880143663
747,91,5,888640820
913,203,4,880825916
293,26,3,888907015
218,173,3,877488316
496,651,2,876065610
314,367,4,877889770
343,50,5,876402814
567,135,3,882426837
802,440,3,875985686
64,310,4,889737047
207,239,3,876079016
507,333,4,889964121
543,1555,3,874863155
596,222,3,883539402
682,562,2,888522700
880,1210,4,880243790
38,202,2,892431665
267,62,3,878973597
833,517,2,875133633
335,307,5,891566952
660,362,2,891197585
174,70,5,886453169
535,301,4,879617199
830,431,3,891561737
379,131,5,882563797
939,409,4,880261532
131,137,1,883681466
899,157,4,884122419
932,1121,5,891249261
639,179,1,891239324
545,215,3,884133881
156,528,4,888185906
539,661,5,879788045
506,173,4,874874308
501,313,3,883346623
269,187,4,891447841
893,161,5,874830122
145,268,4,888396828
588,83,5,890015435
119,458,5,874774575
504,465,3,887909936
450,956,4,882394097
889,1239,1,880182815
910,181,1,880821033
887,756,5,881379094
161,257,3,891172174
416,972,4,891476265
864,72,4,888891288
254,269,2,887346935
567,59,5,882425762
429,1209,3,882387350
711,447,4,879994656
606,1016,3,887062032
283,732,4,879298239
433,323,1,880585530
671,118,5,875389187
336,859,2,877758103
470,1067,4,879178568
758,475,5,881977205
908,525,4,879722300
301,521,3,882076987
450,287,4,887660504
621,117,5,880227268
421,89,5,892241362
178,476,3,882824713
655,92,3,891585477
280,203,4,891701530
13,183,4,882397271
835,1278,5,891032653
429,546,3,882387140
339,170,5,891032286
761,358,3,876189689
214,191,4,891544472
881,161,3,876538506
62,53,2,879376270
493,527,5,884132037
533,525,3,879191770
655,131,2,893002283
579,676,3,880951784
877,258,4,882676234
125,705,5,879454243
833,183,5,875123026
533,792,3,879190771
234,836,4,892317967
83,70,4,880308256
664,176,4,876526462
264,1355,4,886124417
557,262,2,882458820
116,346,4,886310197
566,210,4,881650030
152,559,1,882475972
655,209,3,887473831
896,1471,1,887235026
854,12,5,882813990
93,121,3,888705053
381,887,3,892697941
790,1446,4,885157230
659,855,2,891386576
583,425,5,879384575
476,239,4,883364475
931,257,4,891036530
84,597,3,883452200
606,238,4,880927179
749,257,3,878846957
650,212,3,891383713
436,111,4,887771773
110,63,3,886989363
879,50,4,887761865
374,819,3,882157793
318,238,3,884497359
942,496,5,891283043
626,313,5,887772871
642,367,5,885605866
283,202,5,879298206
645,512,5,892055072
932,203,4,891250584
117,172,5,881012623
618,651,5,891307263
559,660,1,891034250
424,840,4,880859693
525,124,3,881086108
561,92,3,885809897
751,11,1,889133177
59,191,4,888204841
833,977,2,879818799
817,924,3,874815947
479,108,4,879460424
655,98,4,887472744
405,79,5,885544798
608,508,4,880406593
846,238,5,883948377
815,436,3,878695241
534,1,5,877807718
835,988,3,891032391
541,403,3,883865110
357,685,3,878951616
929,89,5,879640126
328,204,3,885045993
339,136,5,891033898
16,583,4,877720186
606,652,3,880925200
741,228,2,891455610
416,105,2,876698430
861,242,5,881274504
406,381,3,879793261
782,1390,3,891500028
542,393,3,886533142
295,729,4,879518018
864,356,4,888889268
682,790,3,888521942
649,291,5,891440330
885,29,1,885714487
399,727,4,882344722
63,137,4,875747368
224,1401,1,888104554
608,42,5,880406168
555,168,4,879975419
314,627,4,877888996
785,886,3,879438591
870,644,2,882123665
934,65,4,891192914
741,82,3,891018400
600,518,5,888451908
315,770,3,879821348
416,560,3,886319079
401,188,1,891033267
659,204,4,891384152
682,541,3,888522612
587,748,1,892871438
299,487,5,889501230
337,125,4,875185574
724,1434,1,883757597
837,740,5,875722123
707,197,4,886287130
108,255,2,879880094
793,628,3,875103942
158,187,5,880134332
126,353,5,887938392
899,433,4,884122178
393,85,3,889729375
41,205,4,890687353
249,129,5,879571883
588,231,4,890028987
115,7,5,881171982
663,1276,3,889492679
656,896,5,892318842
181,847,1,878962550
568,493,3,877907281
789,276,5,880332063
915,304,3,891030032
337,228,5,875185319
675,312,2,889488624
796,429,4,892690102
145,282,5,875270570
106,318,5,881449830
551,411,1,892784437
334,886,4,891544233
825,257,4,880931887
118,800,4,875385280
638,185,5,876695601
648,1047,2,882212288
387,205,5,886480384
533,596,2,880402996
280,88,3,891701556
457,64,5,882396868
578,246,2,890939697
56,373,4,892910950
94,474,5,885870322
328,849,3,885048333
934,239,4,891194802
514,170,3,875462764
60,675,4,883326995
399,237,3,882510490
92,51,4,875812305
934,805,4,891194221
642,998,3,886569765
135,452,2,879857843
503,268,5,884637610
734,482,2,891025591
393,65,2,887746346
442,1074,3,883389053
537,289,1,886029153
889,42,5,880180191
600,1188,3,888452152
507,181,5,889965997
128,186,5,879966895
886,381,2,876032308
535,188,3,879618999
850,79,5,883195192
883,580,3,891693200
295,137,4,879517271
363,42,2,891495070
647,294,3,876532501
901,403,2,877131086
843,419,2,879446617
833,1386,4,875035660
542,89,4,886532294
698,512,4,886367644
936,1011,4,886832757
749,616,3,878848612
210,926,2,887730909
229,898,5,891633028
795,554,3,883254802
870,177,4,875050827
436,581,4,887772060
517,761,5,892660727
916,930,2,880843934
308,1118,4,887740500
60,411,3,883327827
244,235,1,880604910
881,432,3,876537825
600,184,3,888451750
715,735,4,875964224
262,172,2,879791875
878,498,4,880866758
293,482,4,888906096
509,345,1,883590115
192,9,5,881367527
312,511,5,891699156
253,523,4,891628501
454,1,3,881959818
460,129,3,882912261
643,228,4,891447260
886,824,4,876033413
798,953,2,875639290
402,748,3,876266860
577,15,3,880470350
481,678,3,885828016
483,405,3,878952966
694,504,3,875728912
387,551,2,886481800
394,282,3,880888096
698,421,2,886367366
847,191,4,878940652
184,95,4,889908801
393,418,3,887746207
453,56,5,877554771
698,257,3,886366141
447,201,2,878855723
210,79,4,887736352
655,411,3,887650512
497,797,3,879362586
907,710,4,880160106
13,135,5,882139541
707,952,3,880060724
588,597,4,890026543
6,79,3,883600747
214,708,4,891544152
160,276,5,876768106
326,94,4,879877304
587,750,3,892871113
881,1046,3,876539051
373,679,2,877107355
153,79,5,881371198
108,124,4,879879757
655,1,2,887650876
213,393,3,878955973
236,274,1,890117073
901,172,5,877131205
513,117,5,885062519
886,79,5,876032884
775,258,4,891032837
611,882,4,891636192
10,23,5,877886911
18,474,4,880129731
933,652,3,874854424
595,298,4,886921166
773,408,5,888539232
858,100,3,880932746
715,73,4,875964410
927,158,2,879198608
655,359,3,887424883
203,748,2,880433474
606,202,4,880924921
923,926,4,880388383
90,322,4,891382658
882,471,4,879861562
230,211,5,880485181
5,395,2,879198898
276,658,4,874791194
458,521,4,886397377
592,1265,1,882607690
731,427,5,886186940
881,447,4,876538953
675,286,4,889488431
363,176,4,891495109
547,340,4,891282757
447,290,4,878854838
869,282,3,884490987
456,53,4,881375284
217,684,5,889069782
807,298,4,893083851
450,1184,1,882397049
504,176,3,887837739
488,568,3,891294707
453,1079,1,887942484
752,1024,3,891207940
932,380,4,891250498
903,346,3,891380391
495,418,4,888633440
643,432,5,891449771
545,95,4,879901458
295,209,5,879518233
675,531,5,889489108
619,326,2,885953601
425,27,3,878738695
466,172,4,890284706
409,289,1,881105077
748,319,3,879454107
889,98,4,880177857
25,82,4,885852150
655,1196,3,888984325
655,887,3,887650979
198,462,3,884209535
648,1050,4,884797033
554,215,5,876550833
627,12,4,879529819
493,65,4,884132146
271,529,4,885848475
655,676,2,887426665
645,748,1,892052039
244,1119,5,880606993
540,471,4,882157706
862,215,4,879304624
776,134,4,892210460
717,303,4,884641644
919,1014,4,875289384
787,1024,2,888979606
922,69,3,891453106
456,9,3,881372328
480,654,4,891208718
246,1139,2,884923811
393,577,4,889731437
368,844,3,889783453
757,250,4,888444088
655,301,2,887424991
609,285,5,886894879
332,742,5,887938224
425,327,4,890346659
312,70,5,891699398
804,568,4,879442793
405,1478,1,885546636
721,304,3,877137285
347,148,3,881652888
701,750,5,891446588
489,887,2,891447845
538,162,3,877363863
297,283,4,874954387
160,410,4,876769148
936,253,5,886832454
299,319,3,889501480
548,273,5,891044411
460,20,4,882912469
435,148,3,884133284
635,268,5,878878654
347,742,5,881652610
387,463,4,886483526
424,259,2,880858979
165,1119,3,879525922
485,303,4,891040688
686,26,5,879546847
499,208,4,885599718
568,475,4,877907782
405,1210,1,885548670
567,497,5,882425901
301,420,3,882077285
374,741,3,880392717
749,389,3,878849375
94,154,5,886008791
650,21,2,891387767
457,755,4,882549356
285,222,4,890595636
823,631,4,878439293
633,385,4,875325497
918,514,2,891987082
339,1404,5,891034592
922,72,4,891452470
910,254,1,881421240
807,8,4,892528374
756,197,2,874829446
666,4,5,880314477
562,197,4,879196105
684,50,4,875810897
668,302,5,881523612
186,331,3,889817888
561,496,3,885807369
634,979,3,875729710
482,295,3,887644063
222,655,4,878182210
780,28,5,891363618
638,410,4,876695774
587,890,1,892871503
353,328,2,891402259
846,441,4,883950252
216,735,5,880244758
537,762,3,886030051
733,1009,2,879536723
483,180,2,878954086
637,291,4,882905183
630,975,4,885667108
463,477,2,877385489
545,227,4,879899380
894,535,4,879896920
802,194,4,875986155
488,136,4,891294158
854,153,4,882813990
97,169,5,884238887
937,847,4,876769213
545,205,4,884134276
194,357,4,879520916
13,638,3,881515239
95,182,2,879198210
313,520,5,891013939
419,604,5,879435590
655,611,3,887475345
298,204,4,884182148
295,181,4,879517860
702,289,2,885767604
447,1326,4,878854838
201,956,4,884140522
5,408,5,878844495
634,15,4,875729436
733,274,3,879536723
402,286,5,876266650
246,559,3,884922898
435,895,3,884130647
789,294,3,880332275
488,222,4,891376029
479,205,3,879461015
373,471,3,877100458
682,728,3,888522021
632,402,3,879458725
487,66,5,883530484
